Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
58200,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amnirana,occidentalis,"(Perret, 1960)",,,,,Amnirana occidentalis  |Hylarana occidentalis,Ivory Coast Frog,,,EN,B2ab(iii),3.1,2004,decreasing,N
58209,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,hainanensis,"(Boulenger, 1900)",,,,,"",,,,EN,"B2ab(iii,v)",3.1,2004,decreasing,N
58210,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,hongkongensis,"(Pope and Romer, 1951)",,,,,"",,,,EN,B1ab(iii),3.1,2008,decreasing,N
172784,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Amphiglossus,decaryi,"(Angel, 1930)",,,,,Scelotes decaryi  ,Rock Skink,,,EN,"B1ab(iii,v)",3.1,2011,unknown,N
182150,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,AMPHILIIDAE,Amphilius,caudosignatus,"Skelton, 2007",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182949,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,AMPHILIIDAE,Amphilius,korupi,"Skelton, 2007",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182065,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,AMPHILIIDAE,Amphilius,lamani,"Lönnberg & Rendahl, 1920",,,,,"",,,,EN,B2ab(iii),3.1,2010,unknown,N
169393,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Amphilophus,margaritifer,"(Günther, 1862)",,,,,Cichlasoma margaritiferum|Heros margaritifer,,,,EN,B1ab(iii)+2ab(iii),3.1,2009,decreasing,N
74855259,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,caudalis,"Cochran, 1928",,,,,"",Cayemite Long-tailed Amphisbaena,,,EN,B1ab(iii)+2ab(iii),3.1,2016,unknown,N
74855567,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,fenestrata,"(Cope, 1861)",,,,,Amphisbaena antillensis|Diphalus fenestratus,Cope's Worm Lizard,,,EN,B1ab(iii),3.1,2016,stable,N
176226,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,hyporissor,"Thomas, 1965",,,,,Amphisbaena gonavensis subspecies hyporissor|Amphisbaena gonavensis subspecies leberi,Puerto Rican Dusky Amphisbaena ,,,EN,"B1ab(i,iii)",3.1,2016,decreasing,N
135163,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Anabarilius,alburnops,"(Regan, 1914)",,,,,Anabarilius alburnops  |Barilius alburnops  |Ischikauia alburnops  ,Silvery White Fish,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2008,decreasing,N
1190,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Anabarilius,polylepis,"(Regan, 1904)",,,,,Barilius polylepis  ,Big White Fish,,,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,2008,decreasing,N
44578212,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,pamplonensis,"Dunn, 1944",,,,,"",Pamplona Anadia,,,EN,B1ab(iii),3.1,2016,unknown,N
44578223,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,pariaensis,"Rivas, La Marca & Oliveros, 1999",,,,,"",,,,EN,"B1ab(iii,v)",3.1,2016,decreasing,N
1199,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Anaecypris,hispanica,"(Steindachner, 1866)",,,,,"",,,,EN,A2ace,3.1,2006,decreasing,N
22699383,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,alpinus,"(Carriker, 1933)",,,,,"","Ash-breasted Tit-tyrant, Ash-breasted Tit-Tyrant",,,EN,C2a(i),3.1,2016,decreasing,N
22680252,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,bernieri,"(Hartlaub, 1860)",,,,,"","Madagascar Teal, Bernier's Teal","Sarcelle de Madagascar, Canard de Bernier, Sarcelle de Bernier, Sarcelle malgache de Bernier","Cerceta de Madagascar, Cerceta Malgache, Pato de Bernier",EN,C2a(ii),3.1,2016,decreasing,N
22680225,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,melleri,"P.L. Sclater, 1865",,,,,"",Meller's Duck,Canard de Meller,,EN,C2a(ii),3.1,2016,decreasing,N
22724580,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,nesiotis,"(Fleming, 1935)",,,,,"",Campbell Teal,,,EN,D,3.1,2016,increasing,N
22680199,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,wyvilliana,"Sclater, 1878",,,,,"",Hawaiian Duck,,,EN,"B1ab(ii,iii,iv,v)",3.1,2016,decreasing,N
54599,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,californicus,"(Camp, 1915)",,,,,Bufo californicus  ,"Arroyo Toad, California Toad, Mexican Arroyo Toad",,,EN,A2ac,3.1,2004,decreasing,N
3180,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,canorus,"(Camp, 1916)",,,,,Bufo canorus  ,"Yosemite Park Toad, Yosemite Toad",,,EN,A2ae,3.1,2004,decreasing,N
3170,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,houstonensis,"(Sanders, 1953)",,,,,Bufo houstonensis  ,Houston Toad,,,EN,C2a(ii),3.1,2004,decreasing,N
3181,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,nelsoni,"(Stejneger, 1893)",,,,,Bufo nelsoni  ,,,,EN,C2a(i),3.1,2004,decreasing,N
55322676,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ANCHARIIDAE,Ancharius,griseus,"Ng & Sparks, 2005",,,,,"",,,,EN,B1ab(iii),3.1,2016,unknown,N
154717,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Anchoa,choerostoma,"(Goode, 1874)",,,,,Engraulis choerostomus,"Bermuda Anchovy, Hogmouth Fry, Hog-mouth Fry, White Fray, White Fry",,,EN,B1ab(v)+2ab(v),3.1,2015,unknown,N
49829637,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Ancistrus,marcapatae,"(Regan, 1904)",,,,,Chaetostoma marcapatae|Chaetostomus marcapatae,,,carachama,EN,B1ab(iii),3.1,2016,unknown,N
64792614,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Ancistrus,tolima,"Taphorn, Armbruster, Villa-Navarro & Ray, 2013",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2016,unknown,N
64792617,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Ancistrus,vericaucanus,"Taphorn, Armbruster, Villa-Navarro & Ray, 2013",,,,,"",,,,EN,B1ab(iii),3.1,2016,unknown,N
55177,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,bombetes,"(Myers & Daly, 1980)",,,,,Dendrobates bombetes  |Ranitomeya bombetes,Cauca Poison Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
55211,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,virolinensis,"(Ruíz-Carranza & Ramírez-Pinilla, 1992)",,,,,Dendrobates virolinensis  |Ranitomeya virolensis  |Ranitomeya virolinensis,Santander Poison Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
166184,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,japonica,"Temminck & Schlegel, 1846",,,,,Anguilla angustidens|Anguilla breviceps|Anguilla manabei|Anguilla remifera|Anguilla sinensis|Muraena pekinensis,Japanese Eel,,,EN,A2bc,3.1,2014,decreasing,N
191108,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,rostrata,"(Lesueur, 1817)",,,,,Muraena rostrata  ,American Eel,,,EN,A2bd,3.1,2014,decreasing,N
58062,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,ngongoniensis,"(Bishop & Passmore, 1993)",,,,,Arthroleptella ngongoniensis  ,"Mistbelt Chirping Frog, Mistbelt Moss Frog, Ngongoni Moss Frog",,,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,2016,stable,N
63722,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANNIELLIDAE,Anniella,geronimensis,"Shaw, 1940",,,,,"",,,,EN,B1ab(iii),3.1,2007,decreasing,N
190941,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,emilei,"Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,EN,B1ab(iii),3.1,2015,decreasing,N
136168,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,hutchisoni,"Fenolio, Walvoord, Stout, Randrianirina & Andreone, 2007",,,,,"",,,,EN,B1ab(iii),3.1,2012,decreasing,N
190942,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,jeanbai,"Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,EN,B1ab(iii),3.1,2015,decreasing,N
136055,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,moramora,"Glaw & Vences, 2005",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
57676,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,nigrigularis,"Glaw & Vences, 1992",,,,,"",Black-throated Climbing Frog,,,EN,B1ab(iii),3.1,2016,decreasing,N
57677,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,rouxae,"Guibé, 1974",,,,,"",Madagascar Climbing Frog,,,EN,B1ab(iii),3.1,2012,unknown,N
22685521,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Anodorhynchus,leari,"Bonaparte, 1856",,,,,"","Lear's Macaw, Indigo Macaw",,"Guacamayo Cobalto, Guacamayo de Lear",EN,B1ab(iii),3.1,2016,unknown,N
177903,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,ahli,"Barbour, 1925",,,,,Anolis allogus subspecies ahli|Anolis mestrei subspecies ahli|Norops ahli,"Ahl's Anole, Escambray Blue-eyed Anole",,,EN,B1ab(iii),3.1,2011,unknown,N
178363,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,amplisquamosus,"(McCranie, Wilson & Williams, 1992)",,,,,Norops amplisquamosus,,,,EN,"B1ab(iii,v)",3.1,2011,decreasing,N
64187,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,breedlovei,"Smith & Paulson, 1968",,,,,Norops breedlovei,,,,EN,B1ab(iii),3.1,2007,decreasing,N
178272,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,cusuco,"(McCranie, Köhler & Wilson, 2000)",,,,,Norops cusuco,,,,EN,B1ab(iii),3.1,2011,stable,N
178438,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,guafe,"Estrada & Garrido, 1991",,,,,Norops guafe,Cabo Cruz Banded Anole,,,EN,B1ab(iii),3.1,2011,unknown,N
178440,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,haetianus,"Garman, 1887",,,,,"",Tiburon Stout Anole,,,EN,B1ab(iii),3.1,2011,unknown,N
64197,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,hobartsmithi,"Nieto-Montes de Oca, 2001",,,,,Norops hobartsmithi,,,,EN,B1ab(iii),3.1,2007,decreasing,N
178592,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,koopmani,"Rand, 1961",,,,,"",Brown Red-bellied Anole ,,,EN,B1ab(iii),3.1,2010,unknown,N
178257,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,loveridgei,"Schmidt, 1936",,,,,Norops loveridgei,"Honduran Giant Anole, Loveridge's Anole",,,EN,B1ab(iii),3.1,2011,stable,N
178536,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,marron,"Arnold, 1980",,,,,"",Jacmel Gracile Anole,,,EN,B1ab(iii),3.1,2011,unknown,N
178727,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,proboscis,"Peters & Orces, 1956",,,,,"",Proboscis Anole,,,EN,B1ab(iii),3.1,2011,unknown,N
64211,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,pygmaeus,"Alvarez del Toro & Smith, 1956",,,,,Norops pygmaeus,,,,EN,B1ab(iii),3.1,2007,decreasing,N
178542,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,ruizii,"Rueda & Williams, 1986",,,,,Dactyloa ruizii,,,,EN,B1ab(iii),3.1,2011,unknown,N
178313,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,strahmi,"Schwartz, 1979",,,,,Ctenonotus strahmi,"Baoruco Cliff Anole, Strahm's Anole",,,EN,B1ab(iii),3.1,2011,unknown,N
39389,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,Anoxypristis,cuspidata,"(Latham, 1794)",,,,,Pristis cuspidatus  ,"Narrow Sawfish, Pointed Sawfish, Knifetooth Sawfish",Poisson-scie,"Pejepeine, Pez Sierra",EN,A2cd,3.1,2013,decreasing,N
54468,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,guibei,"Inger, 1966",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
54471,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,latidisca,"Inger, 1966",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
54480,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,platysoma,"Inger, 1960",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
42859157,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,thinthinae,"Wilkinson, Sellas & Vindum, 2012",,,,,"",Thin Thin's Stream Toad,,,EN,B1ab(iii),3.1,2015,decreasing,N
22718542,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,sokokensis,"van Someren, 1921",,,,,"",Sokoke Pipit,Pipit de Sokoke,,EN,"B1ab(i,ii,iii,v); C2a(ii)",3.1,2016,decreasing,N
22689809,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Antrostomus,noctitherus,"(Wetmore, 1919)",,,,,Caprimulgus noctitherus,"Puerto Rican Nightjar, Puerto Rican Whip-poor-will",,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
22724274,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Anumara,forbesi,"(Sclater, 1886)",,,,,Curaeus forbesi,Forbes's Blackbird,,,EN,"B1ab(i,ii,iii,iv,v);C2a(i)",3.1,2016,decreasing,N
22728413,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CISTICOLIDAE,Apalis,flavigularis,"Shelley, 1893",,,,,"",Yellow-throated Apalis,,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
61235,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Aphanius,baeticus,"Doadrio, Carmona & Fernández-Delgado, 2002",,,,,"",,,,EN,A2ce,3.1,2006,decreasing,N
1844,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Aphanius,burduricus,"Aksiray, 1948",,,,,"",,,,EN,A2e,2.3,1996,,N
1846,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Aphanius,iberus,"(Valenciennes, 1846)",,,,,Cyprinodon iberus,Spanish Toothcarp,,,EN,A2ce,3.1,2006,decreasing,N
182148,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Aphanius,stiassnyae,"(Getahun & Lazara, 2001)",,,,,Lebias stiassnyae  ,,,,EN,B1ab(iii),3.1,2010,unknown,N
1849,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Aphanius,sureyanus,"(Neu, 1937)",,,,,Cyprinodon sureyanus,Burdur Toothcarp,,,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,2014,decreasing,N
169440,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,alpha,"Huber, 1998",,,,,"",,,,EN,B1ab(iii),3.1,2010,unknown,N
182184,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,amoenum,"Radda & Pürzl, 1976",,,,,"",Red-finned Killi,,,EN,B1ab(iii),3.1,2010,unknown,N
182888,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,bamilekorum,"Radda, 1971",,,,,"",Bamileke Killi,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
181875,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,bualanum,"(Ahl, 1924)",,,,,Aphyosemion bualanum  |Aphyosemion cameronense  |Panchax bualanus  ,,,,EN,B2ab(iii),3.1,2010,unknown,N
181718,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,franzwerneri,"Scheel, 1971",,,,,"",Goby Killi,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
181957,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,fulgens,"Radda, 1975",,,,,Aphyosemion georgiae fulgens  |Diapteron fulgens  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182968,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,lugens,"Amiet, 1991",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
181623,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,passaroi,"Huber, 1994",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
182748,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,poliaki,"Amiet, 1991",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
181706,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,tirbaki,"Huber, 1999",,,,,"",,,,EN,B1ab(iii),3.1,2010,unknown,N
182487,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Aphyosemion,volcanum,"Radda & Wildekamp, 1977",,,,,Aphyosemion bivittatum  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
22710565,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,brunneicapillus,"(Danis, 1938)",,,,,Aplonis brunneicapilla subspecies brunneicapilla|Aplonis brunneicapilla subspecies brunneicapilla|Aplonis brunneicapilla subspecies brunneicapilla,White-eyed Starling,,,EN,C2a(i),3.1,2016,decreasing,N
45353580,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,APTERYGIDAE,Apteryx,mantelli,"Bartlett, 1851",,,,,"","Northern Brown Kiwi, Brown kiwi",,,EN,A2bce+3bce+4bce,3.1,2016,stable,N
22732871,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,APTERYGIDAE,Apteryx,rowi,"Tennyson, Palma, Robertson, Worthy & Gill, 2003",,,,,"","Okarito Brown Kiwi, Okarito Kiwi",,,EN,D,3.1,2016,increasing,N
22696038,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,nipalensis,"Hodgson, 1833",,,,,"",Steppe Eagle,Aigle des steppes,,EN,A2abcd+3bcd+4abcd,3.1,2016,decreasing,N
22685553,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ara,ambiguus,"(Bechstein, 1811)",,,,,Ara ambigua|Ara ambigua|Ara ambigua|Ara ambigua,Great Green Macaw,,Guacamayo Ambiguo,EN,A2cd+3cd+4cd,3.1,2016,decreasing,N
22685572,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ara,rubrogenys,"Lafresnaye, 1847",,,,,"",Red-fronted Macaw,,"Guacamayo de Cochabamba, Guacamayo Frentirroja",EN,C2a(i),3.1,2016,decreasing,N
9918,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Arabitragus,jayakari,"(Thomas, 1894)",,,,,Hemitragus jayakari  ,Arabian Tahr,,,EN,C2a(i),3.1,2008,decreasing,N
62233372,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Aratinga,solstitialis,"(Linnaeus, 1758)",,,,,"",Sun Parakeet,,,EN,C2a(ii),3.1,2016,decreasing,N
22679035,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Arborophila,rufipectus,"Boulton, 1932",,,,,"",Sichuan Partridge,,,EN,C2a(i),3.1,2016,decreasing,N
61425,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Archaius,tigris,"(Kuhl, 1820)",,,,,Calumma tigris|Chamaeleo tigris,"Tiger Chameleon, Seychelles Tiger Chameleon",,,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2014,unknown,N
202432,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Archoplites,interruptus,"(Girard, 1854)",,,,,Centrarchus interruptus,Sacramento Perch,,,EN,B1ab(iii)+2ab(iii),3.1,2013,decreasing,N
2057,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,galapagoensis,"Heller, 1904",,,,,Arctocephalus australis subspecies galapagoensis|Arctophoca australis subspecies galapagoensis|Arctophoca galapagoensis,"Galápagos Fur Seal, Galapagos Islands Fur Seal",Arctocéphale des Galapagos,"Lobo de dos pelos de Galápagos, Lobo fino de Galapágos, Oso Marino de las Galápagos",EN,A2ab,3.1,2015,decreasing,N
22697012,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ardea,humbloti,"Milne-Edwards & Grandidier, 1885",,,,,"","Madagascar Heron, Humblot's Heron",Héron de Humblot,,EN,C2a(ii),3.1,2016,decreasing,N
22697143,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ardeola,idae,"(Hartlaub, 1860)",,,,,"","Madagascar Pond-heron, Madagascar Squacco Heron, Madagascar Pond-Heron, Malagasy Pond Heron",Héron crabier blanc,,EN,C2a(ii),3.1,2016,decreasing,N
55302,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Argenteohyla,siemersi,"(Mertens, 1937)",,,,,"",Red-spotted Argentina Frog,,Rana Tractor,EN,B2ab(iii),3.1,2004,decreasing,N
63570,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Argyrosomus,hololepidotus,"(Lacepède, 1801)",,,,,"","Madagascar Kob, Madagascar Meagre",Maigre Du Sud,Corvina Del Sur,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,2007,unknown,N
56090,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Arlequinus,krebsi,"(Mertens, 1938)",,,,,"",Mebebque Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
55253,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,alboguttatus,"(Boulenger, 1903)",,,,,Colostethus inflexus|Nephelobates alboguttatus|Phyllobates alboguttatus,Whitebelly Rocket Frog,,Sapito de Niebla de Garganta Blanca,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2010,decreasing,N
55254,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,duranti,"(Péfaur, 1985)",,,,,Colostethus duranti|Nephelobates duranti,Durant's Rocket Frog,,Sapito de Niebla de Durant,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
55255,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,haydeeae,"(Rivero, 1976)",,,,,Colostethus haydeeae  |Nephelobates haydeeae,El Vivero Rocket Frog,,Sapito de Niebla de Haydee,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
55256,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,mayorgai,"(Rivero, 1980)",,,,,Colostethus mayorgai|Nephelobates mayorgai,Mayorga Rocket Frog,,Sapito de Niebla de Mayorga,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
55258,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,molinarii,"(La Marca, 1985)",,,,,Colostethus molinarii|Nephelobates molinarii,Las Playitas Rocket Frog,,Sapito de Niebla de Molinari,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2010,unknown,N
55259,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,orostoma,"(Rivero, 1978)",,,,,Colostethus orostoma|Nephelobates orostoma,Tachira Rocket Frog,,Sapito de Niebla Tachirense,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2010,unknown,N
